user_id,slope
0,-0.22823267443302583
1,-0.6498974031487353
2,-0.48677359262823316
3,0.13922958680038744
5,-0.14168554866243666
6,-0.2669107122292612
7,-0.15845766543996287
8,-0.18962797697522374
9,-0.20671341424115813
11,-0.30135190100378373
12,-0.1165119505785817
13,-0.2361968997990583
14,-0.07189209410066348
15,-0.15340798189521176
16,-0.1808021614331826
17,-0.49453006889081497
18,-0.24049675618859978
19,0.14555004804756758
20,-0.292407054186798
21,0.553124973146909
22,-0.16294962257168294
23,-0.03900823359866868
27,-0.3138509829458788
28,-0.7425186030307966
29,-0.12749235651877802
30,-0.12155007023947442
31,-0.27086140915717877
32,-0.29630833858644434
33,-0.21001401304412676
36,-0.18280153006006172
37,-0.17982265185504473
39,-0.4889827345978833
40,0.07304961385536644
41,-0.10697781216548283
42,-0.3730278853328461
43,-0.310523198299944
44,-0.1648807098850594
45,-0.22426094793197446
46,-0.1338415792058664
49,-0.06739747541285962
52,-0.3305710517962068
53,-0.25361781503584563
54,-0.25979895297318023
56,-0.29967788706929954
57,-0.07619906868252267
58,0.017559164352216917
59,-0.10498875495889118
60,-0.2876485999348424
61,-0.23643528838596603
62,-0.2440037726846529
63,-0.06140108461409246
64,-0.1859009918305125
68,-0.19072112951950518
69,-0.0596138239995377
71,-0.131607605003819
72,-0.16905917223610842
73,-0.06179839700062099
74,-0.07197384439504581
76,-0.16728866424580233
78,-0.14414792407452728
79,-0.3776389342383729
80,-0.07244870363685402
81,0.20703890092974414
82,-0.4958687146301671
84,-0.35664190548605207
85,-0.2698347001366981
88,-0.16485612305803138
89,-0.026945365460479438
90,-0.24009099238913556
91,-0.17905889911401984
93,-0.15536463687079885
94,-0.6067614485353386
95,-0.1454688837287848
96,-0.1714811114346106
97,-0.05867126511052727
98,-0.07196970762081688
99,0.06229022571464322
100,-0.5362120238637917
101,-0.22278155851037376
102,-0.06578070728532835
104,-0.29725026285894834
106,-0.33113255916606327
107,-0.07269226262121636
108,-0.10467053277430148
109,-0.21440728119333033
110,-0.11291528919782547
111,-0.26232324878152136
112,-0.6249870058806243
113,0.0020158356398242423
114,-0.30949007040389453
116,-0.04536259655476736
117,-0.0645750639269632
118,-0.18149546321471155
120,0.13302261021078507
121,-0.4071905774010433
122,-0.08584900500044952
125,-0.10374345558215346
127,-0.016380292851247386
128,-0.2878232361782321
130,-0.5864159824915369
132,-0.09968804199974605
133,-0.10800109461842351
134,-0.33371733565191114
135,-0.04430087768176787
136,-0.2269389824487388
137,-0.034949036327670324
138,-0.14322665509771876
139,-0.007010138128309103
140,-0.31200865805142897
141,-0.4854337826324424
142,-0.31254252569401964
144,-0.24666830614097296
146,0.0020432294218213935
147,-0.01957791964085005
148,-0.19660862688477262
150,-0.2744718436752174
152,0.011233918733740668
153,-0.25901722433510244
154,-0.03403031507082498
155,-0.053030287669842496
156,-0.2243004310021547
157,-0.4621358407107
158,-0.5245123353218872
159,-0.9464307837053104
162,-0.10228910624825867
163,-0.26102972881682185
164,-0.06653852556821946
165,-0.22212631784548206
166,-0.24672677254119965
167,-0.008687672716986712
168,-0.1308321176970762
171,-0.5029443924638387
175,-0.11634044324504544
176,-0.3105941930227339
177,-0.2481946701112659
178,-0.1223599581849642
179,-0.028677080083442538
180,-0.08121353745189455
181,-0.11437441865319334
182,-0.07991228555082719
183,-0.10399581666419305
184,-0.05549334835476106
185,-0.11499827279471153
186,-0.10644650910760128
187,-0.2363860129980017
188,-0.30478994607345117
189,0.03580217455794119
190,-0.5726488866277882
191,-0.11639016088770922
193,-1.0682957621289324
194,-0.24111973631068173
195,-0.05631238325154183
197,-0.1472353777899705
198,-0.10447757041865202
199,-0.21797252016753815
200,-0.35603974925209225
202,-0.14064555193630807
203,-0.10426851819516578
204,-0.11947951459624617
205,-0.13413303184486564
208,0.11379745213776998
209,-0.8050369744979525
210,-0.18261096749253267
211,-0.1281204877468489
212,-0.04984561777582303
213,-0.32344032781924104
215,0.008276094207316897
216,-0.2019532109076772
217,-0.121463924024715
218,-0.3530518713432013
221,-0.0856191245288273
222,-0.13681106552406191
223,-0.17638999293808394
224,-0.430114746321155
225,-0.19662206392954137
227,-0.057065671403011616
229,-0.23505374652101743
230,-0.12769628028857044
231,-0.25715944286788
232,-0.251840229941877
233,-0.15840961759694283
234,-0.47544143609102363
235,-0.5876376934457047
236,-0.2958302266467942
237,-0.15394640715237673
238,-0.004169965637124579
239,-0.07706489892157374
241,-0.025779488160624957
242,-0.10333959209001502
243,-0.039432753410123006
244,-0.10841367312497786
245,-0.4294652358322245
247,-0.13919902807973003
248,-0.150794498270025
249,0.0012966206012707062
250,-0.15487393905161864
251,-0.16680941805757396
253,-0.2390209643702588
254,-0.14464315635920638
255,-0.40100297587950334
256,-0.5158486427946066
257,-0.03482226246147997
258,-0.45744770946903784
259,-0.1714587021995313
260,-0.11870531998242521
261,0.0389721907120455
262,-0.1835278738020482
263,-0.23809785682823195
264,-0.31868248474154404
265,-0.36519093618043125
266,-0.18604715227725047
267,0.03851364517054271
268,-0.13017596327885705
269,-0.5212340745909023
272,-0.07653688957157409
273,-0.03723925806365919
274,-0.10023598869091085
275,-0.29125789780231565
276,-0.20002242775687948
277,-0.34998520834372954
278,-0.05054943002334585
279,-0.1585684545676853
280,-0.1489156760126995
281,-0.44791582457826873
282,-0.1939993594306026
283,-0.41618167189464544
285,-0.11539945832102216
287,-0.013518828265726384
288,-0.2582598972590171
289,-0.05810411636932763
290,-0.5083757472184649
292,-0.04783497804730374
293,-0.4003520583542262
294,-0.26295576973832424
295,-0.3162033014992429
296,-0.4094424577121346
297,-0.07345422452374917
298,-0.330860621778371
300,-0.22413546334132084
301,-0.11665564316221315
302,-0.32746314853528175
303,-0.009379462029291855
304,-0.1646567447818994
305,-0.18580218204691684
306,-0.15312206193944666
308,-0.11462178439773313
309,-0.09437583697376319
310,0.0031128050844370057
312,-0.1664707523776935
313,-0.08442656128900122
314,-0.27406649824024704
315,-0.19078639361882155
317,-0.12263438797748698
318,-0.1524747149252183
319,-0.16515581260325646
320,-0.17604449019560997
321,-0.27994717037969635
322,-0.052224956362887695
323,-0.2394779156660893
324,-0.6710400212898672
326,0.01409340506775762
327,-0.3453454722886241
328,-0.16215565363669251
329,-0.20320937727593996
330,-0.04671869578750837
